,FullDate,Date_time,Date,DayDate,Month,Year,Week,Weekday,Day,Time,Timezone,UTC Time,Link,Heading,Data,City,State,Country,Category,Tags,Source,Summary,Negative_SentimentScore,Neutral_SentimentScore,Positive_SentimentScore,Aggregate_SentimentScore,Sentiment
497,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/user-satisfaction-as-the-first-norm-hexnode-mdm-emerged-with-100-user-20581234,User Satisfaction as the First Norm - Hexnode MDM Emerged With 100% User Satisfaction in FinancesOnline,Unknown,WALNUT, CALIF.,USA,['IT Management'],"['device management', 'expense management', 'kiosk software', 'remote control', 'top mdm']", Hexnode,"Hexnode MDM is voted as the most satisfying MDM solution by its users in FinancesOnline, with the customer satisfaction at 100%.
Hexnode MDM is one among the list of top 20 MDM software products published by the team.
Some of the main features of Hexnode MDM as highlighted by the team are Expense Management, location tracking, Kiosk Mode and Remote Control.
The MDM offers application management, security management, email management, kiosk management, etc.
Hexnode MDM has found its way to all kinds of business sectors such as education, healthcare, transportation and even in high-security government fields all over the world.",0.0,0.88,0.12,0.8991,Positive
498,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/sap-press-launches-new-mobile-subscription-app-for-offline-reading-20581378,SAP PRESS Launches New Mobile Subscription App for Offline Reading,Unknown,QUINCY, MASS.,USA,"['IT Management', 'Enterprise Resource Planning (ERP)']","['SAP books', 'SAP PRESS App', 'SAP PRESS Subscription', 'SAP Subscription', 'SAP Training']", SAP PRESS,"SAP PRESS, the world’s leading publisher on SAP topics, launched its first mobile application today, permitting readers to access its books on mobile devices.
The app provides quick and easy access to all SAP PRESS e-books as part of its subscription program.
The SAP PRESS App allows those with an SAP PRESS Full or Topic Subscription to download materials and read offline, giving readers more flexibility to learn as they continue to work towards their professional goals.
About SAP PRESS SubscriptionsSAP PRESS offers two types of subscriptions: Full and Topic.
210ajaw@rheinwerk-publishing.comSource: SAP PRESS",0.015,0.889,0.096,0.7902,Positive
499,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/lamon-luther-announces-new-ownership-gordon-cortez-and-exciting-new-20582055,"Lamon Luther Announces New Ownership, Gordon Cortez, and Exciting New Vision for Founder Brian Preston","
Lamon Luther Continues Its Mission to Employ Craftsmen Transitioning Out of Homelessness and Addiction to Make Handcrafted Tables and Furniture 
",ATLANTA,MASSACHUSETTS.,USA,['Business'],"['Atlanta', 'Business', 'Craftsmanship', 'Non profit']", Lamon Luther,"Lamon Luther founder, Brian Preston, created the socially conscious enterprise in 2012 to break the cycle of chronic homelessness.
Its first employee, TC, had been homeless for 15 years prior to starting at Lamon Luther.
“The do-good model that Brian has built is what makes Lamon Luther so special.
###About Lamon Luther, the manBorn in 1930 in the foothills of Randolph County, Alabama, Lamon Luther Wilson is a farmer, a mechanic and a carpenter.
Source: Lamon Luther",0.0,0.929,0.071,0.6696,Positive
500,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/use-data-to-measure-customer-happiness-says-ceo-brandon-frere-20582020,"Use Data to Measure Customer Happiness, Says CEO Brandon Frere",Unknown,PETALUMA, CALIF.,USA,['Entrepreneurship'],"['customer happiness', 'customer service', 'entrepreneurship', 'online reviews', 'service rating', 'small business owner']", Frere Enterprises,"The rise of online business rating services makes customer satisfaction more important than ever, as unsatisfied customers can create a domino effect of complaints and loss of revenue.
Brandon Frere, CEO of Frere Enterprises, stresses that paying attention to customer happiness is one of the best investments of time a company can make.
Using a customer satisfaction score (CSAT) can help a business understand which percentage of responding customers are satisfied and which aren’t.
Various ways to track customer satisfaction should be a part of every business' toolbox.
Brandon Frere CEO of Frere Enterprises“In every company, there’s always room for improvement,” says Frere.",0.088,0.697,0.215,0.9381,Positive
501,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/ameritech-financial-examines-if-gamification-could-help-student-loan-20581817,Ameritech Financial Examines if Gamification Could Help Student Loan Borrowers Save Money,Unknown,ROHNERT PARK, CALIF.,USA,"['Financial News', 'Financing', 'Student Loans']","['federal student loans', 'gamification', 'income-driven repayment']", Ameritech Financial,"Ameritech Financial is a document preparation company that aligns student loan borrowers with federal programs that could potentially lower their payments.
“How gamification could help student loan borrowers remains unknown.
Ameritech Financial has already helped thousands of consumers with financial analysis and student loan document preparation to apply for federal student loan repayment programs offered through the Department of Education.
Each Ameritech Financial telephone representative has received the Certified Student Loan Professional certification through the International Association of Professional Debt Arbitrators (IAPDA).
Ameritech Financial NewsroomContactTo learn more about Ameritech Financial, please contact:Ameritech Financial5789 State Farm Drive #265Rohnert Park, CA 949281-800-792-8621media@ameritechfinancial.comSource: Ameritech Financial",0.044,0.909,0.047,0.0772,Negative
502,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/international-association-of-women-recognizes-ruth-parra-naranjo-as-a-20522989,International Association of Women Recognizes Ruth Parra-Naranjo as a 2018-2019 Influencer of the Year,"
Ruth Parra-Naranjo, Facility Director at Sam's Club Wholesale Trading, joins networking organization
",CHICAGO,MASSACHUSETTS.,USA,['Middle Management'],"['manager', 'market managers', 'merchandise', 'merchandise programs', 'retailer', 'safety and compliance', 'strategic management']", International Association of Women,"Ruth Parra-Naranjo, Facility Director at Sam's Club Wholesale Trading, joins networking organizationThe International Association of Women (IAW) recognizes Ruth Parra-Naranjo as a 2018-2019 Influencer of the Year.
The International Association of Women (IAW) is a global in-person and online networking platform with nearly one million members, 1000+ in person and virtual events, over 100 Local US-based Chapters and International Chapters in several cities in China.
“I’m pleased to welcome Ruth into this exceptional group of professional women,” said IPDN President and IAW Spokesperson Star Jones.
She created and executed successful business merchandise plans, managed and implemented new projects, and initiated new business strategies.
Through 100+ local chapters, International Chapters in several cities in China and 1000+ in person and virtual events, members cultivate valuable connections, develop professionally, and promote themselves and their businesses.",0.0,0.878,0.122,0.9468,Positive
503,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/visible-effective-server-protection-with-the-new-rds-knight-2-0-20581293,Visible & Effective Server Protection With the New RDS-Knight 2.0,"
Remote Desktop is a great tool when completely secure. Users can login to an interactive session on a remote system and start working wherever they are. Without strong protection, attackers may use this connection to access applications and data, and eventually destroy a business... Installing RDS-Knight 2.0 on servers allows to reveal and fight these dangers in real time.
",PRAGUE,MASSACHUSETTS.,USA,['IT Security'],"['block brute-force', 'cyber security', 'data protection', 'keep servers secure', 'protect rds server', 'rds security', 'rds server', 'secure connections', 'servers protection']", RDS-tools.com,"Installing RDS-Knight 2.0 on servers allows to reveal and fight these dangers in real time.
They enable remote access to work applications at all times, at minimal cost and with full security.
Track Cyber Attacks with RDS-KnightRDS-Knight quickly shields RDS servers against external attacks and internal attempts to steal data.
With the 2.0 release, RDS-Knight also provides real-time information regarding the number of blocked attempts.
Based on this information, they can implement a sustainable strategy for increasing security on RDS servers.",0.18,0.755,0.065,-0.8957,Negative
504,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/vizzia-technologies-presents-biomedical-panel-on-real-time-location-20578173,Vizzia Technologies Presents Biomedical Panel on Real-Time Location Systems (RTLS),"
Georgia Biomedical Instrumentation Society (GBIS) Conference & Expo (August 11 2018)
",ATLANTA,MASSACHUSETTS.,USA,"['Hospitals', 'Clinics']","['Asset Management', 'Biomedical', 'CenTrak', 'GBIS', 'Grady Health System', 'Healthcare Technology', 'Hospital', 'Piedmont Healthcare', 'Real-Time Location Systems', 'RFID', 'RTLS', 'Wellstar']", Vizzia Technologies,"Georgia Biomedical Instrumentation Society (GBIS) Conference & Expo (August 11 2018)Vizzia Technologies, a leading provider of managed real-time location systems (RTLS) for healthcare organizations, has collaborated with the Georgia Biomedical Instrumentation Society (GBIS) to present an industry panel on RTLS at the 2018 GBIS annual technical conference in Atlanta, Georgia on Aug. 11, 2018.
“Healthcare professionals are constantly looking for ways to maintain the safest and most efficient equipment distribution model, to improve patient care,” said David R. Wiedman, Chief Commercial Officer of Vizzia Technologies.
About Vizzia TechnologiesVizzia is a managed service provider of real-time location systems (RTLS) and advanced wireless technology solutions (RFID) for healthcare organizations.
Its software platform (VIZZION℠) provides real-time, actionable data and process visibility to improve enterprise efficiencies and patient outcomes for leading health systems, hospitals and clinics.
Source: Vizzia Technologies",0.0,0.875,0.125,0.9422,Positive
505,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/m-group-announces-ms-kelly-west-joins-company-as-director-of-20582441,M Group Announces Ms. Kelly West Joins Company as Director of Acquisitions,Unknown,BIRMINGHAM, MICH.,USA,"['Real Estate', 'Lending', 'Borrowing']","['acquisitions', 'Birmingham Michigan', 'M Group', 'Mondry', 'Multi-family', 'multi-family housing', 'private investment', 'private real estate', 'Real Estate', 'student housing']", M Group,"M Group is pleased to announce Ms. Kelly West has joined the company as Director of Acquisitions.
Kelly brings over 25 years of multi-family real estate experience in acquisitions and debt financing.
Most recently, Kelly worked at The Hayman Company, a commercial and residential real estate company located in Southfield, Michigan.
M Group has acquired or invested in over 160 properties totaling more than 16,000,000 square feet throughout North America.
Contact: Mitchell Mondry • M Group • 248.540.8840 • mitch@mgroupcap.com • www.mgroupcap.comSource: M Group",0.032,0.931,0.037,0.1027,Negative
506,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/financial-education-benefits-center-is-it-possible-to-find-happiness-20581976,Financial Education Benefits Center: Is It Possible to Find Happiness in a Finance App?,Unknown,SAN RAMON, CALIF.,USA,"['Active', 'Healthy Living']","['credit cards', 'finances', 'health and wellness', 'investments', 'managing money', 'membership benefits']", Financial Education Benefits Center,"For those struggling with student loan debt, Financial Education Benefits Center (FEBC) also offers more tools to manage personal finances, including household budget spreadsheets, budget planners, bank reconciliation templates and personal finance statements.
“Whether you use an app or the worksheets or documents we offer, it is critically important to figure out a budget and then stick to it so you can decrease debt and increase savings.”About Financial Education Benefits CenterFinancial Education Benefits Center is located in San Ramon, California.
Financial Education Benefits Center has partnered with several name brand third-party companies to expand the financial and educational products and services available to its members and to provide a variety of wellness services as well.
Financial Education Benefits Center NewsroomContactTo learn more about Financial Education Benefits Center, please contact:Financial Education Benefits Center2010 Crow Canyon Place Ste.
100San Ramon, CA 945831-800-953-1388info@febcp.comSource: Financial Education Benefits Center",0.047,0.747,0.206,0.9709,Positive
507,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/hamlethub-announces-fairfield-county-banks-support-for-small-businesses-20581423,HamletHub Announces Fairfield County Bank's Support for Small Businesses,"
Fairfield County Bank and HamletHub announce a new program to champion the valuable small businesses in Connecticut through a campaign titled ""Why Small Businesses Matter™"".
",RIDGEFIELD, CONN.,USA,['Small Business'],"['local', 'shoplocal', 'small business']"," HamletHub, LLC","Fairfield County Bank and HamletHub announce a new program to champion the valuable small businesses in Connecticut through a campaign titled ""Why Small Businesses Matter™"".
Fairfield County Bank’s support allows HamletHub to provide free exposure for small businesses as part of the Why Small Businesses Matter series which goes beyond the brochure to give local businesses the opportunity to tell their story.
After all, without our small businesses, Fairfield County would not be what it is today,” said Laura Silver, AVP, Marketing Manager of Fairfield County Bank.
To learn more about Why Small Businesses Matter or to inquire about how your business can be featured, email localmatters@hamlethub.comAbout Fairfield County BankFounded in 1871, Fairfield County Bank is a $1.5 billion community bank with locations throughout Fairfield County.
Fairfield County Bank delivers a full range of financial services through superior customer relationships and the knowledge that when you put your money in Fairfield County Bank, it stays in Fairfield County - strengthening our communities.",0.0,0.857,0.143,0.9709,Positive
508,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/dakota-grizzly-announces-involvement-with-loufest-2018-music-festival-20568118,Dakota Grizzly Announces Involvement With LouFest 2018 Music Festival,"
Featuring four stages, 40+ bands, Modest Mouse, and expanded festival amenities - St. Louis, September 8 and 9 in Forest Park
",ST. LOUIS,MASSACHUSETTS.,USA,"['Music', 'Arts', 'Entertainment']","['Fashion', 'lifestyle', 'loufest', 'mens clothing', 'music festival', 'nightlife', 'shirts', 'St Louis', 'summer style', 'weekend travel']", Dakota Grizzly,"Dakota Grizzly is a local apparel brand with a grassroots following of makers, artisans, and craftsman across the country.
You can also find Dakota Grizzly in the artist hang out area.
Dakota Grizzly has collaborated with LouFest to create custom LouFest merchandise at this year's merch tent.
Major sponsors include Enterprise, AB-InBev, Rebel Yell Kentucky Straight Bourbon Whiskey, Express Scripts, the Kranzberg Arts Foundation and Dakota Grizzly.
Dakota Grizzly: Contact: Beth CochranCochran@whatsuppr.com, 406.579.7909Source: Dakota Grizzly",0.021,0.926,0.053,0.34,Negative
509,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/american-financial-benefits-center-no-need-for-millennials-to-20581951,American Financial Benefits Center: No Need for Millennials to Sacrifice Personal Life for Career,Unknown,EMERYVILLE, CALIF.,USA,"['Financial News', 'Financing', 'Student Loans']","['being single', 'employees', 'hardships', 'income-driven repayment', 'raises', 'relationship', 'student debt', 'student loan repayment', 'student loans']", American Financial Benefits Center,"American Financial Benefits Center (AFBC), a private company that helps its clients complete applications for federal student loan repayment plans, is not shocked but instead concerned that millennials are making unnecessary sacrifices.
About Financial Education Benefits CenterFinancial Education Benefits Center is located in San Ramon, California.
Financial Education Benefits Center has partnered with several name brand third-party companies to expand the financial and educational products and services available to its members and to provide a variety of wellness services as well.
Financial Education Benefits Center NewsroomContactTo learn more about Financial Education Benefits Center, please contact:Financial Education Benefits Center2010 Crow Canyon Place Ste.
100San Ramon, CA 945831-800-953-1388info@febcp.comSource: American Financial Benefits Center",0.0,0.695,0.305,0.9901,Positive
510,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/3esi-enersight-acquires-palantir-solutions-combined-company-renamed-20581308,"3esi-Enersight Acquires Palantir Solutions, Combined Company Renamed Aucerna","
Market leaders join forces to accelerate the digital transformation of the energy industry
",CALGARY, ALBERTA,USA,"['Energy', 'Business Technology']","['3esi-Enersight', 'Aucerna', 'E&P Planning', 'energy planning software', 'Integrated Business Planning', 'oil and gas', 'Oil and Gas Planning', 'Palantir Cash', 'Palantir Plan', 'Palantir Solutions', 'petroleum economics software', 'petroVR']", 3esi-Enersight,"Market leaders join forces to accelerate the digital transformation of the energy industryToday, the energy industry’s premier planning software provider 3esi-Enersight announced it has acquired Palantir Solutions, creators of Palantir PlanningSpace ™.
Aucerna will accelerate this evolution by increasing the pace of innovation and providing our customers with faster time to value.
Media contact:Jeremy Greene, SVP Marketing - Aucernainfo@3esi-enersight.comAbout Aucerna3esi-Enersight and Palantir Solutions have joined forces to form Aucerna, the energy industry’s leading provider of solutions for integrated planning, operations and reserves.
Palantir Solutions is 3esi-Enersight’s sixth strategic acquisition in four years.
Aucerna solutions are deployed in every region of the globe, helping companies make better investment decisions by connecting the people and the data of the modern energy industry.",0.0,0.782,0.218,0.969,Positive
511,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/iworkglobal-partners-with-habitat-for-humanity-to-give-back-20581800,iWorkGlobal Partners With Habitat for Humanity to Give Back,"
Teams collaborate to provide two Bay Area veteran families with playhouses
",SAN FRANCISCO,MASSACHUSETTS.,USA,['Human Resources'],"['corporate responsibility', 'habitat for humanity', 'habitat for humanity east bay/silicon valley', 'iworkglobal', 'mygiving']", iWorkGlobal,"Teams collaborate to provide two Bay Area veteran families with playhousesiWorkGlobal was honored to partner with Habitat for Humanity East Bay/Silicon Valley to build playhouses for two Bay Area veteran families.
On July 25, 2018, the iWorkGlobal team joined members of Habitat for Humanity East Bay/Silicon Valley to paint and assemble two outdoor child playhouses.
Given simple instructions and the children’s elaborate design requests, the iWorkGlobal team worked together as artists, roofers, and builders to deliver structures respectively themed princesses and dragons and the United States Coast Guard.
The program encourages and highlights the individual and collective philanthropic efforts of the iWorkGlobal team.
About Habitat for Humanity East Bay/Silicon ValleyAs an independent affiliate of Habitat for Humanity International, Habitat East Bay/Silicon Valley believes in a world where everyone has a decent place to live.",0.0,0.915,0.085,0.8979,Positive
512,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/dispel-wins-best-of-cybersecurity-at-the-plug-and-play-spring-summit-20559903,Dispel Wins Best of Cybersecurity at the Plug and Play Spring Summit 2018,"
Dispel voted most exceptional cybersecurity company for innovation and technology.
",SUNNYVALE, CALIF.,USA,"['Saas (Software as Service)', 'Security Services', 'Solutions']","['awards', 'cybersecurity', 'Dispel', 'Moving Target Defense', 'Plug and Play', 'software defined perimeters']", Dispel,"Dispel announced today it won Plug and Play’s 2018 Spring Cybersecurity Summit.
The contest, judged by the attending Plug and Play corporate partners, served as the capstone of Plug and Play’s cybersecurity program.
""We are deeply gratified by this award, its recognition of our team's hard work, and the support given to us by Plug and Play,"" said Ethan Schmertzler, CEO of Dispel.
We are deeply gratified by this award, its recognition of our team's hard work, and the support given to us by Plug and Play.
Moving Target Defense technology is a better performing, more adaptable, and cost-effective solution compared to traditional static security-in-depth strategies for many network and endpoint applications.",0.021,0.728,0.251,0.9828,Positive
513,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/29-years-behind-the-purple-curtain-with-prince-20576402,29 Years Behind the Purple Curtain With Prince,"
Rolling With Rock Royalty Prince
",LOS ANGELES,MASSACHUSETTS.,USA,"['Celebrities', 'Music']","['NPG', 'paisley park', 'prince', 'prince books', 'prince cream', 'prince daddy pop', 'Prince Diamonds and pearls', 'prince rogers nelson', 'prince songs', 'prince stories', 'purple rain']", ​Kim Berry,"Rolling With Rock Royalty PrinceKim Berry, Elite Hair Stylist and confidant to Prince for 29 years, will be announcing some exciting information about her soon to be released and highly anticipated book, about her life with Prince, ""Diamonds & Curlz, 29 Years Rolling With Rock Royalty Prince"".
Never done before, by any other author who has written a book about Prince, Kim will give his fans a rare and unique opportunity to be a part of his story.
Those who submit questions will have their name along with their query placed in the ""Question and Answer"" Section.
As this book will be read by millions of Prince Fans around the world, those that take advantage of this opportunity will stamp their names in Prince history forever.
Updates on Twitter: #DiamondsNCurlzFor more information and to interview Kim contact:Tamara Parnell: 267-400-0752Info@DiamondsNCurlz.comFor more information about Kim Berry:www.KimBOnSet.comYouTube: Kim BerrySource: ​Kim Berry",0.0,0.928,0.072,0.8689,Positive
514,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/treasure-investments-corporation-and-ceo-mark-russo-lights-the-fire-on-20578221,Treasure Investments Corporation and CEO Mark Russo Lights the Fire on Its Jet Engines at Barrett-Jackson in Connecticut,Unknown,BATTLE GROUND, WASH.,USA,"['Investments', 'Fund Raising']","['Auction', 'Barrett Jackson', 'bronze', 'Fine Art', 'Fundraising', 'Jet Bike', 'King of Bronze', 'Lorenzo Laran Ghiglieri', 'Mark Russo Treasure Investments', 'Nonprofit', 'Precious Metal Art', 'Sculpture']", Treasure Investments Corporation,"Treasure Investments Corporation attended its first-ever Barrett-Jackson Conference in Connecticut.
Why not bring the most amazing motorcycles in the world to show with our finest bronze and silver sculptures?
Mark Russo CEO, Treasure Investments CorpBarrett-Jackson was an incredible success for TIC.
TIC is preparing to be a major exhibitor at the big Barrett-Jackson event in Scottsdale, Arizona, early next year.
Media Contact:Mark RussoPhone: 360.954.5453Email: mark@fineart1.comSource: Treasure Investments Corporation",0.0,0.812,0.188,0.9245,Positive
515,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/new-tech-network-awards-commandant-of-first-state-military-academy-for-20581291,New Tech Network Awards Commandant of First State Military Academy for Exemplary Leadership,"
Leader Patrick Gallucci is recognized at the New Tech Annual Conference.
",NAPA, CALIF.,USA,['Public Education'],"['Education', 'Innovation in Education', 'New Tech Annual Conference', 'New Tech Network', 'NTAC', 'NTN', 'PBL', 'Project-based Learning', 'Teaching']", New Tech Network,"New Tech Network awarded Patrick Gallucci, Commandant of First State Military Academy, with the prestigious Susan Schilling Legacy Award for his exemplary leadership.
The Academy serves a diverse student population and is the first military academy to partner with New Tech Network.
I believe that the New Tech Network model is synonymous with MCJROTC: leadership, collaboration, agency, and problem-solving.
About New Tech NetworkNew Tech Network, a national non-profit organization, is a leading design partner for comprehensive K-12 school change.
New Tech Network students consistently outperform national high school graduation and college persistence rates.",0.0,0.913,0.087,0.802,Positive
516,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/kap-project-services-and-mobideo-announce-strategic-partnership-to-20578046,"KAP Project Services and Mobideo Announce Strategic Partnership to Deliver End-to-End Real-Time Planning and Execution Solution for Shutdowns, Turnarounds and Outages",Unknown,SAN ANTONIO,MASSACHUSETTS.,USA,['Chemicals'],"['accenture', 'chemical', 'digitalization', 'digitize', 'digitizing', 'Outage', 'petrochemical', 'power plant', 'refinery', 'Shutdown', 'Turnaround']", Mobideo,"At the Marcus Evans' 10th Annual Chem/Petrochem & Refinery Shutdowns and Turnarounds Event in San Antonio, Texas, KAP Project Services and Mobideo Technologies announce a strategic partnership to deliver end-to-end STO planning and real-time execution management solutions to asset-intensive industries.
The turn-key STO event management solution delivers technology and proven methodologies across the five main components of an STO event; scoping and definition, planning, scheduling, execution and post-event analysis.
About KAP Group of CompaniesKAP Project ServicesFounded in 2005, KAP Project Services, work with many of the world's leading energy and petrochemical companies to achieve improved performance through portfolio, program, and project management consulting services and our leading software solution offerings.
STOlogixSTOlogix is focused on providing transformational technology solutions that change the way owner-operators plan and execute an STO event, offering a complete event management platform customized to client's specific needs.
TactexsTactexs offers solutions designed to drive an improved customer bottom-line through successful STO event and capital project work execution.",0.0,0.857,0.143,0.9657,Positive
517,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/nbre-gmbh-buys-apartment-house-in-frankfurts-eastern-north-end-20519681,nbre GmbH Buys Apartment House in Frankfurt's Eastern North-End,Unknown,FRANKFURT, GERMANY,USA,"['Real Estate', 'Real Estate Investments']","['Frankfurt real estate investment', 'historical building Frankfurt', 'investment Frankfurt', 'nbre GmbH', 'Niko Bardowicks', 'Real estate investment', 'real estate yield Frankfurt']", nbre GmbH,"nbre GmbH purchases a well-kept historical building in a searched-after location in Frankfurt’s eastern north-end.
Niko Bardowicks of nbre GmbH plans to preserve the apartment house as well as refurbish it and develop the project.
The apartment building catches the eye immediately with its entrance hall full of design details and well-kept antique doors leading to each apartment.
You can find projects of nbre GmbH mainly in the Rhein-Main area and Frankfurt, i.e.
nbre GmbHNiederurseler Allee 1065760 Eschbornpresse@nbre.deSource: nbre GmbH",0.0,0.973,0.027,0.2732,Negative
518,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/parnell-pharmaceuticals-holdings-completes-debt-refinancing-with-20581649,Parnell Pharmaceuticals Holdings Completes Debt Refinancing With Marathon Asset Management,Unknown,SYDNEY,MASSACHUSETTS.,USA,"['Veterinary', 'Financial News', 'Pharmaceuticals', 'Biotech']","['Animal Health Solutions', 'Business News', 'Financial News', 'Human Health Solutions', 'Marathon Asset Management', 'Parnell', 'Pharmaceutical', 'Veterinary']", Parnell Pharmaceuticals Holdings Ltd,"Parnell Pharmaceuticals Holdings Ltd. (OTC PINK: PARNF) (“Parnell” or the “Company”), a fully integrated pharmaceutical company focused on developing, manufacturing and commercializing innovative animal and human health solutions, today announced it has entered into a credit agreement with affiliated entities of New York-headquartered Marathon Asset Management (“Marathon”).
Parnell will use the proceeds from this transaction to refinance its current outstanding debt, pay transaction expenses and provide for working and growth capital.
Upon the closing of this financing with Marathon, Parnell received US$32.0 million (~AU$43.24 million) of a senior secured single draw, six-year term loan.
About MarathonMarathon Asset Management is a New York-based global investment advisor with approximately $14.5 billion of capital under management.
In companion animal, Parnell manufactures and markets its proprietary canine osteoarthritis brands Zydax and Glyde.",0.027,0.782,0.191,0.9698,Positive
519,"Jul 31, 2018",2018-07-31 00:00:00,2018-07-31,31,Jul,2018,31,2,Tuesday,00:00:00,UTC,00:00:00,https://www.newswire.com/news/americas-warrior-partnership-honors-former-u-s-senator-elizabeth-dole-20581422,America's Warrior Partnership Honors Former U.S. Senator Elizabeth Dole With Fourth Annual Leo Thorsness Leadership Award,"
-- Award recognizes Senator Dole's dedication to military veterans, families and caregivers --
",WASHINGTON,MASSACHUSETTS.,USA,"['Non Profit', 'Federal Government']","['Bob Dole', 'Caregiviers', 'Elizabeth Dole', 'Fox News', 'George W. Bush', 'Hidden Heroes', 'Jon Scott', 'Leo Thorsness', 'Medal of Honor', 'Military', 'Veterans', 'warrior']", America's Warrior Partnership,"-- Award recognizes Senator Dole's dedication to military veterans, families and caregivers --America’s Warrior Partnership has named former U.S.
Senator Elizabeth Dole as the recipient of the fourth annual Leo K. Thorsness Leadership Award.
“Senator Dole also embodies the spirit of this mission through her leadership of the Elizabeth Dole Foundation.
America’s Warrior Partnership is a force multiplier for warrior community integration that enhances communities where great Americans choose to live and contribute.
Media Contacts:Joe Wolf, Dalton Agency904.910.4454; jwolf@daltonagency.comAnthony Popiel, Dalton Agency404.876.1309; apopiel@daltonagency.comSource: America's Warrior Partnership",0.0,0.864,0.136,0.9153,Positive
